Term,Category,Reasoning,Original_Label,NLD
Sergipe Alagoas Basin,Depositional System,"The NLD describes the basin as containing a ""complete rift-drift tectonic-stratigraphic succession,"" which aligns with the definition of a Depositional System as an aggregate of linked depositional units.",BACIA,"The Sergipe Alagoas Basin is a sedimentary basin located on the northeastern passive margin of Brazil that was formed during the Early Cretaceous rifting of the South Atlantic Ocean. The basin is characterized by a complete rift-drift tectonic-stratigraphic succession, including a significant Aptian evaporitic section that separates the pre-salt and post-salt sequences. It constitutes a prolific petroleum province with proven hydrocarbon systems in pre-salt lacustrine carbonates and post-salt siliciclastic deepwater reservoirs."
mud,Sedimentary Rock,The NLD explicitly defines the term as a 'fine-grained sedimentary rock that is composed predominantly of silt- and clay-sized particles'.,ROCHA,"Mud is a fine-grained sedimentary rock that is composed predominantly of silt- and clay-sized particles. This general term encompasses specific rock types such as mudstone, which is massive, and shale, which is laminated and fissile. The term applies to rocks of both siliciclastic and carbonate composition."
algae,Sedimentary Geological Object,"The NLD defines algae as fossilized remains that are significant rock-formers and contribute to sediment accumulation, which aligns with the definition of a geological object constituted by sedimentary material.",FOSSEIS,"An alga is a type of fossil that represents the preserved remains, impressions, or chemical traces of a diverse group of ancient, typically aquatic, photosynthetic organisms. These fossils are significant rock-formers, particularly in carbonate systems, where their skeletal components or biologically-influenced structures contribute substantially to sediment accumulation. Their morphology and assemblage are widely used as indicators of paleoenvironmental conditions such as water depth, light penetration, and energy levels."
marls,Sediment,"The NLD explicitly defines the term as 'unconsolidated sediments', which directly matches the definition of the Sediment category.",NAO_CONSOLID,Marls are fine-grained unconsolidated sediments that are composed of a mixture of clay minerals and calcium carbonate. The proportion of carbonate typically ranges from 35% to 65% of the sediment's composition. These sediments represent the unconsolidated precursor to the sedimentary rock marlstone.
Tethyan,Geological Time Interval,"The NLD defines the term as a 'provincial chronostratigraphic superstage of the Mesozoic Era,' which is a specific interval of geological time.",UNIDADE_CRONO,"The Tethyan is a provincial chronostratigraphic superstage of the Mesozoic Era that is defined by the characteristic faunal assemblages and geological events of the former Tethys Ocean realm. This regional unit is particularly applied to the Jurassic and Cretaceous systems for stratigraphic correlation, often in contrast to the Boreal superstage."
Neoaptian,Geological Time Interval,The NLD explicitly defines the term as a 'sub-age' and a 'time interval' during which depositional processes occurred.,UNIDADE_CRONO,"The Neoaptian is a sub-age of the Early Cretaceous Epoch that constitutes the upper part of the Aptian Age. It represents the crucial time interval for the deposition of the main pre-salt carbonate reservoirs in the Santos and Campos basins. This sub-age immediately precedes the widespread deposition of the Aptian salt, which forms the regional seal for these hydrocarbon systems."
Ariri,Depositional Unit,"The NLD defines it as a 'lithostratigraphic unit' that was 'deposited', which directly aligns with the definition of a Depositional Unit.",UNIDADE_LITO,"The Ariri Formation is an Aptian evaporitic lithostratigraphic unit of the Santos Basin that is composed predominantly of halite with intercalations of anhydrite, carnallite, and tachyhydrite. This unit was deposited in a restricted marine sag basin during the post-rift phase. It constitutes the main regional seal for the underlying Pre-Salt carbonate reservoirs."
aragonite,Earth Material,"The NLD defines aragonite as a 'carbonate mineral,' which is a natural amount of solid matter generated by geological and biological processes, fitting the definition of an Earth Material.",MINERAIS,"Aragonite is a carbonate mineral that is a metastable, orthorhombic polymorph of calcium carbonate (CaCO₃), distinguishing it from the more stable trigonal polymorph, calcite. It is a common primary biogenic and inorganic precipitate in modern marine environments, forming the skeletons of many organisms and inorganic cements. Over geological time, it typically inverts to calcite, a diagenetic process with significant implications for the evolution of porosity in carbonate reservoirs."
calcretes,Sedimentary Rock,"The NLD explicitly defines calcrete as a 'carbonate rock formed by the cementation of soil, regolith, or sediment', which directly matches the definition of a Sedimentary Rock.",ROCHA,"A calcrete is a terrestrial carbonate rock formed by the cementation of soil, regolith, or sediment by calcium carbonate precipitated from soil water within the vadose zone. Its development is characteristic of arid to semi-arid climates where evaporation exceeds precipitation, leading to the concentration of dissolved salts. These rocks can exhibit a range of fabrics, from nodular to massive and laminar, often indicating prolonged periods of subaerial exposure."
Turonian,Geological Time Interval,The NLD explicitly defines the term as corresponding to a specific 'geologic time interval' from approximately 93.9 to 89.8 million years ago.,UNIDADE_CRONO,The Turonian is a chronostratigraphic stage of the Upper Cretaceous Series that is positioned between the underlying Cenomanian Stage and the overlying Coniacian Stage. It comprises all rock layers deposited during the Turonian Age of the Late Cretaceous Epoch. This unit corresponds to the geologic time interval from approximately 93.9 to 89.8 million years ago.
magma,Earth Material,"The NLD defines magma as a 'naturally occurring molten to semi-molten rock material' and a 'fluid substance', which fits the definition of an Earth Material generated by a geological process.",ROCHA,"Magma is a naturally occurring molten to semi-molten rock material that is generated within the Earth and forms igneous rocks upon cooling and solidification. It is a complex, high-temperature fluid substance that may contain suspended crystals and dissolved gases. Magma is distinguished from lava, which is molten rock that has been extruded onto the Earth's surface."
Palaeoproterozoic,Geological Time Interval,"The NLD defines the term as a geologic era that spans a specific interval of time, which is the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Palaeoproterozoic is a geologic era of the Proterozoic Eon that spans the interval of time from 2500 to 1600 million years ago, succeeding the Neoarchean Era and preceding the Mesoproterozoic Era. This era is characterized by the initial stabilization of modern continental cratons and the fundamental change in Earth's surface environment caused by the Great Oxidation Event."
mollusk,Sedimentary Geological Object,"The NLD describes a fossil mollusk as preserved remains that are rock-forming components in carbonate successions, which aligns with a geological object constituted by or found within sedimentary rock.",FOSSEIS,"A fossil mollusk is a fossil that represents the preserved remains, trace, or impression of an invertebrate animal from the phylum Mollusca, typically found as a calcareous shell, internal mold, or external cast. These fossils are significant rock-forming components in many carbonate successions, such as coquinas, and are widely used as index fossils for biostratigraphic correlation and paleoenvironmental reconstruction."
Pleistocene,Geological Time Interval,"The NLD defines the term as a 'geological epoch' that 'spans from approximately 2.58 million to 11,700 years before present', which is an instance of a Geological Time Interval.",UNIDADE_CRONO,"The Pleistocene is a geological epoch of the Quaternary Period that spans from approximately 2.58 million to 11,700 years before present, positioned between the Pliocene and Holocene epochs. This epoch is defined by repeated cycles of continental glaciation, commonly known as ice ages, and the emergence and global dispersal of modern humans. The body of rock strata formed during this time is referred to as the Pleistocene Series."
Mesozoic,Geological Time Interval,"The NLD defines the term as a 'geochronologic era' with a specific time span ('from approximately 252 to 66 million years ago'), which is a type of Geological Time Interval.",UNIDADE_CRONO,"The Mesozoic Era is a geochronologic era of the Phanerozoic Eon that succeeds the Paleozoic Era and precedes the Cenozoic Era, spanning from approximately 252 to 66 million years ago. It is formally divided into the Triassic, Jurassic, and Cretaceous periods. This era is characterized by the dominance of reptiles, such as dinosaurs, and the emergence of mammals, birds, and flowering plants."
gravel,Sediment,"The NLD defines gravel as an 'unconsolidated clastic sediment', which directly corresponds to the definition of the Sediment category as an Unconsolidated Earth Material.",NAO_CONSOLID,"Gravel is an unconsolidated clastic sediment that is predominantly composed of rock fragments with a particle diameter greater than 2 millimeters. According to the Wentworth scale, this size class encompasses granules, pebbles, cobbles, and boulders. It typically accumulates in high-energy depositional environments."
Paleozoic,Geological Time Interval,"The NLD defines Paleozoic as a 'geologic era' spanning a specific duration of millions of years, which is a type of Geological Time Interval.",UNIDADE_CRONO,"The Paleozoic is a geologic era of the Phanerozoic Eon that is positioned between the Neoproterozoic and Mesozoic eras, spanning from approximately 541 to 251.9 million years ago. This era is marked by the rapid diversification of complex life in the Cambrian explosion, the colonization of land by plants and vertebrates, and its conclusion with the Permian-Triassic mass extinction event."
Santonian,Geological Time Interval,"The NLD defines the term as a geologic age that spans a specific time interval (86.3 to 83.6 million years ago), which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,The Santonian is a geologic age of the Late Cretaceous Epoch and its corresponding chronostratigraphic stage that is positioned between the Coniacian and Campanian ages. The Santonian spans the time interval from approximately 86.3 to 83.6 million years ago. It is defined by the first appearance of the inoceramid bivalve *Platyceramus undulatoplicatus* and ends at the first appearance of the ammonite *Placenticeras bidorsatum*.
Campanian,Geological Time Interval,"The NLD explicitly defines the term as a 'geologic age' and a 'time interval' between two points in time, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Campanian is a geologic age of the Late Cretaceous Epoch and its corresponding chronostratigraphic stage that is positioned between the Santonian and Maastrichtian, spanning the time interval from approximately 83.6 to 72.1 million years ago."
carbonate mounds,Mound Unit,"The NLD describes a discrete rock body forming a positive-relief feature, which directly corresponds to a Depositional Unit having Mound Geometry.",ROCHA,"A carbonate mound is a discrete carbonate rock body that forms a positive-relief feature constructed primarily by the in-situ accumulation of carbonate material. Its genesis is commonly attributed to microbial precipitation or the baffling and binding activity of skeletal organisms, resulting in a lithosome with internal fabrics distinct from the surrounding strata. These buildups often constitute significant reservoir bodies due to their potential for developing high-quality primary and secondary porosity."
Early Cretaceous,Geological Time Interval,"The NLD explicitly defines the term as a 'geologic epoch' and a 'time interval' during which geological processes occurred, which directly aligns with the category definition.",UNIDADE_CRONO,"The Early Cretaceous is a geologic epoch of the Mesozoic Era that extends from approximately 145 to 100.5 million years ago, positioned between the preceding Jurassic Period and the succeeding Late Cretaceous Epoch. This time interval is characterized by major tectonic events, most notably the advanced stages of the fragmentation of the Gondwana supercontinent and the opening of the South Atlantic Ocean. Geologically, it encompasses the critical syn-rift and sag phases responsible for the deposition of the prolific pre-salt carbonate successions in the marginal basins of Brazil and West Africa."
pelites,Sedimentary Rock,The definition explicitly identifies pelites as 'sedimentary rocks' that are 'composed predominantly of consolidated clay- and silt-sized particles'.,ROCHA,"Pelites are fine-grained siliciclastic sedimentary rocks that are composed predominantly of consolidated clay- and silt-sized particles, typically smaller than 62.5 micrometers in diameter. They represent the lithified equivalent of mud. This category encompasses specific rock types such as mudstone, claystone, and shale, which are further distinguished by features like fissility."
evaporites,Sedimentary Rock,The definition explicitly states that evaporites are a class of chemical sedimentary rock.,ROCHA,"Evaporites are a class of chemical sedimentary rock that is formed by the precipitation of water-soluble salt minerals from a concentrated aqueous solution resulting from evaporation. They are typically composed of minerals such as halite, anhydrite, and gypsum. In sedimentary basins, thick successions of evaporites often act as highly effective seals for hydrocarbon accumulations."
Formação Itapema,Depositional Unit,"The NLD defines it as a 'unidade litoestratigráfica' (lithostratigraphic unit) composed of sedimentary rocks, which is a prime example of a mappable Sedimentary Geological Object.",UNIDADE_LITO,"A Formação Itapema é uma unidade litoestratigráfica de idade Aptiana da Bacia de Santos que é composta por um intervalo de folhelhos, margas e carbonatos laminados ricos em matéria orgânica. Depositada em um sistema lacustre profundo durante a fase sag, esta unidade representa a seção distal e a principal rocha geradora do sistema petrolífero do Pré-Sal."
bioturbation,Sedimentary Structure,The NLD explicitly defines the term as a sedimentary structure resulting from the displacement and mixing of sediment by organisms.,ESTRUTURA_FISICA,"Bioturbation is a sedimentary structure that results from the displacement and mixing of sediment by the vital activities of organisms. It encompasses a range of features from discrete trace fossils (ichnofossils), such as burrows and trails, to a complete homogenization of the original sedimentary layers, creating a mottled fabric. This reworking can fundamentally alter the primary petrophysical properties of the rock, such as porosity and permeability, thereby influencing reservoir quality."
Açu,Depositional Unit,"The NLD describes Açu as a 'lithostratigraphic formation' and a 'unit' composed of sandstone, which aligns with the definition of a recognizable and mappable Sedimentary Geological Object.",UNIDADE_LITO,"Açu is a Cretaceous lithostratigraphic formation of the Potiguar Basin that is composed predominantly of sandstones deposited by fluvial-deltaic systems. Deposited during the Albian-Cenomanian, this unit constitutes the main onshore petroleum reservoir of the basin."
Eodanian,Geological Time Interval,"The NLD defines the term as a 'chronostratigraphic unit' and a 'subdivision of the Ediacaran Period,' which is a specific interval within geological time.",UNIDADE_CRONO,"The Eodanian is a proposed chronostratigraphic unit of stage rank that represents the earliest subdivision of the Ediacaran Period. Geochronologically, it corresponds to the Eodanian Age, positioned immediately after the Marinoan glaciation of the Cryogenian Period. This unit is often characterized by the deposition of widespread cap carbonates overlying Neoproterozoic glacial deposits."
depressions,site,"The NLD describes a depression as a physical structure of lower elevation on a geological surface that can be a site for accumulation, which aligns with the BFO definition of a site as a 3D immaterial entity (a concavity) defined in relation to a material entity.",ESTRUTURA_FISICA,"A depression is a physical structure on a geological surface that is characterized by a lower elevation relative to its surrounding area. It is formed by diverse geological processes, including tectonic subsidence, erosion, or dissolution. Such features can act as preferential sites for the accumulation of sediments and fluids."
diamictites,Sedimentary Rock,The NLD explicitly defines the term as a 'terrigenous sedimentary rock' characterized by its texture and particle composition.,ROCHA,"A diamictite is a terrigenous sedimentary rock that is characterized by a poorly sorted to unsorted texture, containing particles ranging in size from clay to boulders suspended in a finer-grained matrix. The term is descriptive and does not imply a specific depositional origin, although many diamictites are of glacial origin (tillites)."
clay,Sediment,"The NLD defines clay as an 'unconsolidated... sediment', which directly matches the definition of the Sediment category as an unconsolidated earth material.",NAO_CONSOLID,Clay is a fine-grained unconsolidated siliciclastic sediment that is composed predominantly of clay mineral particles with a grain size of less than 4 micrometers.
Oligocene,Geological Time Interval,"The NLD defines the term as a geologic epoch with a specific start and end time (33.9 to 23.03 million years ago), which is a type of Geological Time Interval.",UNIDADE_CRONO,"The Oligocene is a geologic epoch of the Paleogene Period that extends from 33.9 to 23.03 million years ago, positioned between the Eocene and Miocene epochs."
Santos Basins,Sedimentary Geological Object,"The NLD defines the term as a 'sedimentary basin' containing a 'thick sedimentary succession,' which is a type of geological object constituted by sedimentary rock or sediment.",BACIA,"The Santos Basin is an offshore sedimentary basin that is located on the southeastern Brazilian continental margin, extending from the Cabo Frio High in the north to the Florianópolis High in the south. Formed during the Early Cretaceous rifting of the South Atlantic, its geological evolution resulted in the deposition of a thick sedimentary succession containing multiple petroleum systems. The basin is globally renowned for hosting the supergiant oil and gas accumulations of the Pre-Salt play, characterized by highly productive lacustrine microbial and coquina carbonate reservoirs."
sergipe-alagoas,Depositional System,"The NLD describes a basin as a large-scale feature comprising multiple segments and sequences, which fits the definition of a system composed of linked depositional units.",BACIA,"The Sergipe-Alagoas Basin is a marginal rift basin on the northeastern Brazilian continental margin that was formed during the Early Cretaceous rifting event associated with the opening of the South Atlantic Ocean. It comprises both onshore and offshore segments and hosts a prolific petroleum system with significant hydrocarbon accumulations in pre-salt, salt, and post-salt sequences."
granites,Rock,"The NLD defines the term as a type of 'igneous rock', which fits the GeoCore category for a solid, consolidated Earth Material.",ROCHA,"Granite is a felsic, intrusive igneous rock that is characterized by a phaneritic texture and a mineral composition dominated by quartz and alkali feldspar, with subordinate plagioclase and micas."
Macabu,Depositional Unit,"The NLD describes the Macabu Formation as a mappable unit composed of a succession of sedimentary rocks (halite and anhydrite), fitting the definition of a Depositional Unit.",UNIDADE_LITO,"The Macabu Formation is an Aptian formation of the Lagoa Feia Group that is composed of a thick evaporitic succession. This unit, found in the Santos and Campos Basins, is characterized by extensive layers of halite and anhydrite. It constitutes the main regional seal for the underlying Pre-Salt petroleum system."
quaternary,Geological Time Interval,"The NLD defines the term as a 'geologic period' and a 'chronostratigraphic system' spanning a specific duration of time, which aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Quaternary is a geologic period and its corresponding chronostratigraphic system that constitutes the most recent subdivision of the Cenozoic Era, spanning from 2.58 million years ago to the present day. It is formally subdivided into the Pleistocene and Holocene epochs and their corresponding series. The Quaternary is characterized by cyclical glaciations, the extinction of large mammals, and the emergence and dispersal of modern humans."
miliolid,Geological Object,"The NLD describes a miliolid as a discrete bioclast or grain component, which aligns with the definition of a Geological Object as a rigid entity that provides its own identity and unity criteria.",MINERAIS,"A miliolid is a type of benthic foraminifer that possesses an imperforate test composed of high-magnesium calcite, typically characterized by a quinqueloculine or similar chamber arrangement. As a bioclast, it is a significant grain component in many shallow-water carbonate rocks."
crustone,Sedimentary Rock,"The NLD defines crustone as a 'type of carbonate boundstone,' which is a specific kind of rock formed by depositional processes.",ROCHA,"A crustone is a type of carbonate boundstone that is supported by a framework of encrusting and laminated, typically microbial or abiotic, precipitates. The framework is bound together during deposition, creating a rigid in-situ structure that often preserves high primary porosity. This lithofacies is a characteristic component of the lacustrine reservoir systems of the Brazilian Pre-Salt."
dolo mud,Sedimentary Rock,"The NLD explicitly defines the term as a 'carbonate rock' and describes its composition, which is the definition of a Sedimentary Rock.",ROCHA,"A dolo mud is a carbonate rock composed predominantly of dolomite that is characterized by a mud-supported fabric consisting of clay- to silt-sized crystals. This lithology, formally classified as a dolo-mudstone, is defined by having less than 10% grains within its micritic matrix. It represents the lithified equivalent of an unconsolidated dolomite mud sediment."
Hauterivian,Geological Time Interval,The NLD explicitly defines the term as a chronostratigraphic stage corresponding to a specific time interval in the geological past.,UNIDADE_CRONO,The Hauterivian is a chronostratigraphic stage of the Early Cretaceous Epoch that succeeds the Valanginian Stage and precedes the Barremian Stage. It corresponds to the geological age spanning the time interval from approximately 132.6 to 129.4 million years ago.
karst,Geological Structure,"The NLD describes karst as a ""complex diagenetic feature set"" and a ""network of enhanced porosity and permeability,"" which aligns with the definition of a geological structure as the internal arrangement of a geological object.",ROCHA,"A karst is a complex diagenetic feature set that develops in soluble rocks, such as carbonates and evaporites, through dissolution by chemically aggressive fluids. This process creates a multi-scale network of enhanced porosity and permeability, ranging from vugs and enlarged fractures to extensive cave systems. In the subsurface, these features can form highly productive hydrocarbon reservoirs by acting as preferential pathways for fluid flow."
Santos Formation,Depositional Unit,"The NLD defines the term as a 'lithostratigraphic unit' and a 'sedimentary sequence', which aligns with the definition of a Depositional Unit as a recognizable and mappable Sedimentary Geological Object.",UNIDADE_LITO,"The Santos Formation is a Cenozoic lithostratigraphic unit that constitutes the post-rift, passive margin sedimentary sequence of the Santos Basin. It is predominantly composed of a thick succession of siliciclastic rocks, including shales, sandstones, and turbidites, deposited in marine environments. This unit unconformably overlies the Itajaí-Açu Formation and represents the overburden of the Pre-Salt petroleum system."
formation,Depositional Unit,"The NLD defines a formation as a 'mappable' 'body of rock strata', which directly aligns with the definition of a Depositional Unit as a 'Sedimentary Geological Object recognizable in a mapping scale'.",UNIDADE_LITO,"A formation is the fundamental formal lithostratigraphic unit that consists of a body of rock strata with distinct and unifying lithological characteristics, which is mappable at the surface or traceable in the subsurface. It is the primary unit used in the geological description and mapping of a region."
Archean,Geological Time Interval,"The NLD defines the term as a 'geologic eon' that 'spans the time interval from 4.0 to 2.5 billion years ago', which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Archean is a geologic eon that spans the time interval from 4.0 to 2.5 billion years ago, following the Hadean and preceding the Proterozoic Eon. It is the interval during which the first continental cratons stabilized and the earliest evidence of life, primarily prokaryotic, appeared in the rock record."
granitoids,Rock,"The NLD defines the term as a category of coarse-grained, intrusive igneous rocks, which directly aligns with the GeoCore definition of Rock as a solid, consolidated Earth Material.",ROCHA,"Granitoids are a category of coarse-grained, felsic, intrusive igneous rocks that are mineralogically defined by a quartz content of 20% to 60% of the QAPF fraction. This term encompasses a range of plutonic rocks, including granite, granodiorite, and tonalite, which are distinguished by their relative proportions of alkali feldspar and plagioclase. Their phaneritic texture is a result of slow crystallization of magma deep within the Earth's crust."
Namibe,Sedimentary Geological Object,"The NLD defines the term as a 'sedimentary basin,' which is a geological object constituted by sedimentary rocks and sediments.",BACIA,"The Namibe Basin is a divergent passive margin sedimentary basin that extends offshore from southern Angola to northern Namibia. Formed during the Early Cretaceous opening of the South Atlantic, it is the African conjugate to the Pelotas Basin and contains a prospective pre-salt petroleum system sealed by Aptian evaporites."
kwanza basins,Geological Object,"The NLD describes the Kwanza Basin as a large-scale, distinct geological entity formed by a geological process (rifting), which aligns with the definition of a Geological Object.",BACIA,"The Kwanza Basin is an Aptian salt-bearing passive margin basin located offshore Angola that represents the African conjugate margin to the Santos and Campos basins of Brazil. Formed by the Early Cretaceous rifting of the South Atlantic, it contains a world-class pre-salt petroleum system characterized by lacustrine source rocks and microbial carbonate reservoirs. This geological setting makes it a direct analogue to the prolific hydrocarbon provinces of the Brazilian Pre-Salt."
mudrocks,Sedimentary Rock,The NLD explicitly defines the term as a 'class of fine-grained sedimentary rocks' constituted by sedimentary particles like silt and clay.,ROCHA,"Mudrocks are a class of fine-grained sedimentary rocks that are composed predominantly of silt- and clay-sized particles, typically smaller than 62.5 micrometers in diameter. This group encompasses lithologies such as mudstone, claystone, siltstone, and shale, which are distinguished by their specific grain-size distribution and the presence or absence of lamination. Due to their characteristically low permeability, they commonly function as seals or organic-rich source rocks within petroleum systems."
shallow,quality,"The NLD defines 'shallow' as a characteristic of a paleoenvironment related to its limited water depth, which is a quality that inheres in a bearer.",PALEOAMBIENTE,"A shallow paleoenvironment is an aquatic depositional environment that is characterized by a water depth sufficiently limited to be situated within the photic zone and typically above the storm wave base. This setting is directly influenced by climatic and hydrodynamic conditions at the water surface, such as wave action, tides, and solar radiation. These factors exert a primary control on the sedimentology, geochemistry, and biological communities of the resulting deposits."
cobbles,Sediment,"The NLD defines cobbles as sedimentary clasts, which are the unconsolidated particles that constitute a type of sediment.",ROCHA,"Cobbles are sedimentary clasts, typically rounded by transport, that are defined by a particle diameter ranging from 64 to 256 millimeters. These clasts are the primary framework constituents of a conglomerate, a type of siliciclastic sedimentary rock."
barite,Sedimentary Rock,The NLD explicitly states that barite is a 'chemical sedimentary rock' composed predominantly of the mineral barite.,ROCHA,"Barite is a chemical sedimentary rock that is composed predominantly of the mineral barite (barium sulfate). This monomineralic rock is characterized by its exceptionally high specific gravity, typically forming from the precipitation of barium sulfate from hydrothermal fluids or within specific marine depositional settings. It can occur as massive beds, lenses, or nodular concretions within a sedimentary sequence."
Paleocene,Geological Time Interval,"The NLD explicitly defines the term as a geologic epoch that 'spans the time interval from approximately 66 to 56 million years ago,' which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Paleocene is the earliest geologic epoch of the Paleogene Period that spans the time interval from approximately 66 to 56 million years ago. It marks the beginning of the Cenozoic Era, immediately following the mass extinction event that concluded the Cretaceous Period. The rocks deposited during this epoch constitute the Paleocene Series."
barra velha formation,Depositional Unit,"The NLD describes it as a 'lithostratigraphic unit', which is a body of rock recognizable at a mapping scale, fitting the definition of a Depositional Unit.",UNIDADE_LITO,"The Barra Velha Formation is an Aptian-age lithostratigraphic unit that constitutes the primary reservoir interval within the pre-salt succession of the Santos and Campos basins. It is characterized by a complex succession of lacustrine carbonates, including microbialites, spherulites, and coquinas, deposited in a saline and alkaline system associated with the early rifting stages of the South Atlantic Ocean."
carbonate,Sedimentary Rock,The NLD explicitly defines the term as a class of sedimentary rock composed of more than 50 percent carbonate minerals.,ROCHA,"A carbonate rock is a class of sedimentary rock that is composed of more than 50 percent carbonate minerals, principally calcite and dolomite. These rocks typically form either biogenically from the accumulation of skeletal fragments or abiogenically through direct chemical or microbially-induced precipitation from water. The primary types of carbonate rocks are limestone and dolostone."
Bacia de Campos,Sedimentary Geological Object,"The NLD explicitly defines the term as a 'sedimentary basin,' which is a large-scale geological object constituted by sedimentary rocks and sediments.",BACIA,"The Campos Basin is an offshore sedimentary basin located on the southeastern Brazilian continental margin that was formed during the Early Cretaceous rifting associated with the opening of the South Atlantic Ocean. It represents one of Brazil's most prolific hydrocarbon provinces, hosting giant oil fields in post-salt deepwater turbidite systems and significant accumulations in the pre-salt carbonate succession. The basin's geological evolution comprises distinct rift, post-rift, and drift phases, which controlled the deposition of its main source rocks and reservoirs."
Early Aptian,Geological Time Interval,"The NLD explicitly defines the term as a 'geochronologic age' and provides a specific time span, which corresponds to a temporal region within Global Geological Time.",UNIDADE_CRONO,"The Early Aptian is a geochronologic age of the Early Cretaceous Epoch that follows the Barremian Age and precedes the Late Aptian Age. This age, spanning from approximately 125.0 to 121.4 million years ago, is particularly significant in the South Atlantic as it encompasses the final phase of pre-salt carbonate deposition before the widespread Aptian salt event."
Formação Ariri,Depositional Unit,"The NLD describes the Ariri Formation as a mappable 'lithostratigraphic formation' and a 'unit' composed of sedimentary rocks (evaporites), which aligns with the definition of a Depositional Unit.",UNIDADE_LITO,"The Ariri Formation is an Aptian lithostratigraphic formation of the Santos Group that is characterized by a thick succession of evaporites, primarily halite with associated anhydrite and tachyhydrite. Occurring in the Santos Basin, this unit constitutes the primary regional seal for the prolific hydrocarbon accumulations of the underlying pre-salt carbonate reservoirs. It is stratigraphically positioned above the Barra Velha Formation and below the post-salt successions."
Albian,Geological Time Interval,"The NLD defines the term as a 'geochronologic age' and a specific span of time ('from approximately 113.0 to 100.5 million years ago'), which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Albian is a geochronologic age of the geologic timescale that constitutes the final subdivision of the Early Cretaceous Epoch. It follows the Aptian Age and precedes the Cenomanian Age, spanning the time from approximately 113.0 to 100.5 million years ago. The body of rock strata deposited during this time is defined as the Albian Stage."
alluvial fans,Depositional System,The NLD explicitly defines the term as a 'terrestrial depositional system' composed of an accumulation of sediment from various flows.,PALEOAMBIENTE,"An alluvial fan is a terrestrial depositional system, characterized by a fan- or cone-shaped accumulation of sediment, that is deposited where a high-gradient, confined flow emerges onto a lower-gradient, unconfined surface. This paleoenvironment is dominated by coarse-grained, poorly sorted deposits from debris flows, sheet floods, and braided streams, which typically fine distally from the fan apex."
Cretaceous,Geological Time Interval,"The NLD defines the term as a period of time spanning from approximately 145 to 66 million years ago, which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Cretaceous is a chronostratigraphic system that comprises all strata formed during the Cretaceous Period, spanning from the end of the Jurassic Period, approximately 145 million years ago, to the beginning of the Paleogene Period, approximately 66 million years ago. It is the youngest system of the Mesozoic Erathem and its upper boundary is marked by the Cretaceous-Paleogene extinction event."
Paleogene,Geological Time Interval,"The NLD explicitly defines the term as a 'geologic period' and a 'time interval' from 66 to 23.03 million years ago, which is the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Paleogene is a geologic period that constitutes the initial part of the Cenozoic Era, spanning the time interval from approximately 66 to 23.03 million years ago. It succeeds the Cretaceous Period and is subdivided into the Paleocene, Eocene, and Oligocene epochs. This period is notable for the evolutionary radiation of mammals following the mass extinction event at the end of the Mesozoic Era."
formação camboriú,Geological Object,"The NLD defines a lithostratigraphic unit, which is a distinct, identifiable body of rock formed by geological processes, matching the definition of a Geological Object.",UNIDADE_LITO,"A Camboriú Formation is a lithostratigraphic unit of formation rank that is constituted by a succession of predominantly basic volcanic and volcaniclastic rocks interbedded with continental siliciclastic deposits. As the basal unit of the Guaratiba Group, it represents the initial rift stage of the Santos Basin during the Neocomian. This unit typically forms the economic basement for the overlying pre-salt carbonate reservoirs."
ghost,Geological Structure,"The NLD defines a ghost as a feature preserving the 'internal structure' of a particle, which aligns with the definition of a Geological Structure as the internal arrangement of a Geological Object.",ESTRUTURA_FISICA,"A ghost is a relict textural feature that preserves the faint outline or internal structure of a pre-existing sedimentary particle, such as a grain or fossil, whose original mineralogy has been altered or replaced during diagenesis."
tuffs,Rock,"The NLD defines tuff as a 'pyroclastic rock', which directly aligns with the GeoCore category 'Rock' as a solid, consolidated Earth Material.",ROCHA,"A tuff is a pyroclastic rock that is formed by the consolidation of material ejected during an explosive volcanic eruption. It is predominantly composed of volcanic ash, which consists of fragments of volcanic glass, crystals, and rock smaller than 2 millimeters in diameter. Tuffs are classified based on the nature of their constituent fragments, such as vitric, crystal, or lithic."
oil,Earth Fluid,"The NLD defines oil as a liquid mixture of hydrocarbons generated by a geological process, which directly aligns with the definition of an Earth Fluid.",FLUIDODATERRA,Oil is a complex mixture of hydrocarbons and non-hydrocarbon organic compounds that is generated from the thermal maturation of organic matter and exists predominantly in a liquid phase under reservoir and surface conditions.
